year,brand,model_name,price,distance_travelled(kms),fuel_type,city
2011,Maruti Suzuki,Wagon,280000,48000,Petrol,Pune
2012,Honda,City,450000,71000,Petrol,Pune
2008,Hyundai,i10,190000,77000,Petrol,Pune
2011,Maruti Suzuki,SX4,320000,72000,Diesel,Pune
2012,Maruti Suzuki,Wagon,295000,56000,Petrol,Pune
2014,Maruti Suzuki,Wagon,375000,20000,Petrol,Pune
2012,Volkswagen,Vento,397000,59908,Petrol,Pune
2013,Honda,Amaze,410000,60176,Petrol,Pune
2015,Hyundai,Grand,460000,50262,Petrol,Pune
2014,Renault,Duster,525000,93802,Diesel,Pune
2015,Ford,EcoSport,600000,99499,Diesel,Pune
2016,Hyundai,Eon,335000,23797,Petrol,Pune
2015,Hyundai,Elite,575000,42000,Petrol,Pune
2018,Mercedes-Benz,E-Class,4250000,55000,Diesel,Pune
2020,Hyundai,Tucson,2600000,10000,Diesel,Pune
2017,Hyundai,Verna,675000,31414,Petrol,Pune
2016,Mercedes-Benz,GLE,3900000,93000,Diesel,Pune
2013,Hyundai,i10,325000,29708,Petrol,Pune
2016,Hyundai,Elite,650000,24694,Petrol,Pune
2018,Hyundai,Grand,580000,9500,Petrol,Pune
2018,Maruti Suzuki,Swift,680000,22838,Diesel,Pune
2018,Tata,Nexon,900000,16900,Diesel,Pune
2015,Maruti Suzuki,Swift,510000,26000,Petrol,Pune
2018,Maruti Suzuki,Celerio,505000,78000,Petrol,Pune
2016,Maruti Suzuki,Celerio,430000,83000,Petrol,Pune
2014,Nissan,Micra,405000,52000,Petrol,Pune
2017,Maruti Suzuki,Swift,630000,95000,Diesel,Pune
2011,Maruti Suzuki,Wagon,295000,70000,Petrol,Pune
2016,Hyundai,i10,490000,46000,Petrol,Pune
2020,Honda,Amaze,900000,8000,Petrol,Pune
2016,Maruti Suzuki,Vitara,730000,83000,Diesel,Pune
2011,Maruti Suzuki,Swift,330000,79000,Diesel,Pune
2020,Honda,Amaze,990000,7700,Petrol,Pune
2010,Honda,City,345000,83000,Petrol,Pune
2012,Honda,Brio,320000,47000,Petrol,Pune
2015,Honda,Brio,410000,19000,Petrol,Pune
2014,Maruti Suzuki,Swift,525000,64000,Petrol,Pune
2016,Volkswagen,Vento,740000,67000,Diesel,Pune
2016,Maruti Suzuki,Ciaz,750000,79000,Diesel,Pune
2014,Honda,Amaze,455000,70000,Diesel,Pune
2008,Tata,Indica,190000,35000,Diesel,Pune
2018,Honda,Amaze,730000,18000,Petrol,Pune
2016,Honda,Amaze,560000,72000,Diesel,Pune
2014,Honda,Amaze,465000,97000,Diesel,Pune
2017,Toyota,Innova,1795000,30889,Diesel,Pune
2017,Maruti Suzuki,Swift,630000,95000,Diesel,Pune
2010,Honda,City,345000,83000,Petrol,Pune
2018,Tata,Nexon,750000,81000,Petrol,Pune
2015,Mercedes-Benz,S-Class,13000000,13000,Petrol,Pune
2016,Volkswagen,Ameo,540000,24372,Petrol,Pune
2015,Hyundai,Grand,515000,38660,Petrol,Pune
2010,Hyundai,i20,355000,53216,Petrol,Pune
2014,Maruti Suzuki,Celerio,385000,44463,Petrol,Pune
2011,Maruti Suzuki,Alto,220000,51921,Petrol,Pune
2011,Ford,Figo,215000,75732,Petrol,Pune
2015,Hyundai,Grand,435000,98265,Petrol,Pune
2016,Maruti Suzuki,Celerio,420000,59105,Petrol,Pune
2011,Skoda,Fabia,250000,81428,Petrol,Pune
2011,BMW,5,1275000,91000,Diesel,Pune
2011,Mercedes-Benz,C-Class,795000,81000,Diesel,Pune
2014,BMW,5,2250000,50000,Diesel,Pune
2016,Tata,Zest,4500000,61352,Petrol,Pune
2020,MG,Hector,1800000,17500,Petrol,Pune
2018,Jaguar,F-Pace,5550000,20518,Diesel,Pune
2014,Honda,Amaze,465000,98000,Diesel,Pune
2016,Mitsubishi,Pajero,1550000,104248,Diesel,Pune
2013,Tata,Safari,575000,75000,Diesel,Pune
2012,Mercedes-Benz,E-Class,1275000,72000,Diesel,Pune
2014,Toyota,Corolla,675000,99350,Petrol,Pune
2015,Mitsubishi,Pajero,1275000,99400,Diesel,Pune
2010,Mitsubishi,Outlander,595000,91000,Petrol,Pune
2012,Volkswagen,Passat,675000,102000,Diesel,Pune
2014,Volkswagen,Polo,475000,75000,Diesel,Pune
2019,MG,Hector,1825000,32000,Petrol,Pune
2014,Audi,Q7,2100000,71000,Diesel,Pune
2012,Jaguar,XJ,2675000,71000,Petrol,Pune
2013,Volkswagen,Cross,470000,71000,Diesel,Pune
2006,BMW,X5,680000,100004,Petrol,Pune
2013,Audi,A4,1380000,48000,Diesel,Pune
2014,Volkswagen,Polo,528000,82000,Petrol,Pune
2013,Audi,Q7,2000000,67000,Diesel,Pune
2009,Mercedes-Benz,M-Class,1220000,98000,Petrol,Pune
2016,Audi,A6,2450000,89000,Diesel,Pune
2014,Jaguar,XF,1675000,99800,Diesel,Pune
2016,Land Rover,Evoque,3600000,91000,Diesel,Pune
2011,Mercedes-Benz,C-Class,975000,55000,Diesel,Pune
2011,Skoda,Yeti,575000,102000,Diesel,Pune
2016,Maruti Suzuki,S-Cross,750000,72000,Diesel,Pune
2014,Mercedes-Benz,E-Class,1950000,99000,Diesel,Pune
2017,Maruti Suzuki,Ertiga,850000,57218,Diesel,Pune
2018,Tata,Nexon,910000,30000,Diesel,Pune
2018,Hyundai,Creta,1275000,55600,Diesel,Pune
2014,Maruti Suzuki,Ertiga,690000,77000,Diesel,Pune
2019,Maruti Suzuki,Vitara,875000,61000,Diesel,Pune
2017,Maruti Suzuki,Ertiga,825000,95000,CNG + 1,Pune
2020,Renault,Kwid,470000,13994,Petrol + 1,Pune
2016,Maruti Suzuki,S-Cross,750000,72000,Diesel,Pune
2018,Hyundai,Creta,1275000,55600,Diesel,Pune
2018,Tata,Nexon,910000,30000,Diesel,Pune
2014,Maruti Suzuki,Ertiga,690000,77000,Diesel,Pune
2017,Maruti Suzuki,Ertiga,850000,57218,Diesel,Pune
2015,Hyundai,Grand,450000,79461,Petrol,Pune
2018,Renault,Duster,695000,67000,Diesel,Pune
2014,Honda,Brio,350000,76200,Petrol,Pune
2015,Audi,Q5,2100000,115000,Diesel,Pune
2012,Hyundai,i20,335000,76000,Petrol,Pune
2010,Volkswagen,Polo,295000,41000,Petrol,Pune
2013,Hyundai,i10,340000,508881,Petrol,Pune
2017,Maruti Suzuki,Alto,390000,28696,Petrol,Pune
2017,Ford,EcoSport,675000,107079,Diesel,Pune
2013,Maruti Suzuki,Alto,280000,40409,Petrol,Pune
2013,Honda,Brio,295000,58203,Petrol,Pune
2018,Maruti Suzuki,Baleno,640000,56948,Petrol,Pune
2016,Mahindra,XUV500,1200000,145368,Diesel,Pune
2013,Volkswagen,Polo,400000,110369,Diesel,Pune
2009,Maruti Suzuki,Wagon,235000,17014,Petrol,Pune
2015,Maruti Suzuki,Celerio,400000,59509,Petrol,Pune
2016,Maruti Suzuki,Celerio,450000,31600,Petrol,Pune
2018,Maruti Suzuki,Alto,440000,6800,Petrol,Pune
2014,Ford,EcoSport,550000,32800,Petrol,Pune
2013,Mercedes-Benz,E-Class,1699000,67000,Diesel,Pune
2013,Audi,Q3,1375000,79000,Diesel,Pune
2015,Audi,Q3,1675000,100000,Diesel,Pune
2012,Maruti Suzuki,Alto,225000,89000,CNG + 1,Pune
2008,BMW,X3,599000,170306,Petrol,Pune
2015,Hyundai,Eon,300000,11500,Petrol,Pune
2019,Toyota,Fortuner,3800000,13500,Diesel,Pune
2007,Hyundai,Santro,110000,87000,Petrol,Pune
2015,Volkswagen,Polo,525000,40119,Petrol,Pune
2017,Skoda,Rapid,675000,108500,Diesel,Pune
2010,Honda,City,400000,118000,Petrol,Pune
2011,Ford,Figo,285000,70738,Diesel,Pune
2009,Honda,CR-V,481000,117136,Petrol,Pune
2017,Audi,Q7,5500000,55000,Diesel,Pune
2016,Hyundai,i20,598000,42000,Petrol,Pune
2014,Mercedes-Benz,S-Class,4600000,47000,Diesel,Pune
2014,Honda,City,650000,124000,Diesel,Pune
2015,Hyundai,Xcent,425000,81911,Petrol,Pune
2015,Maruti Suzuki,Alto,310000,34308,CNG + 1,Pune
2014,Maruti Suzuki,Celerio,445000,56030,CNG + 1,Pune
2013,Maruti Suzuki,Swift,440000,89869,Petrol,Pune
2014,Chevrolet,Beat,210000,74873,Petrol,Pune
2018,Tata,Nexon,725000,82169,Diesel,Pune
2011,Hyundai,i10,275000,62000,Petrol,Pune
2016,Mercedes-Benz,E-Class,2900000,44500,Diesel,Pune
2013,Audi,A4,1700000,45477,Diesel,Pune
2013,Hyundai,Verna,530000,45588,Petrol,Pune
2013,Maruti Suzuki,Alto,275000,56498,Petrol,Pune
2012,Honda,Brio,275000,39877,Petrol,Pune
2018,Maruti Suzuki,Ignis,450000,29628,Petrol,Pune
2011,Mahindra,XUV500,520000,75000,Diesel,Pune
2012,Chevrolet,Cruze,405000,87387,Diesel,Pune
2015,Mercedes-Benz,E-Class,2740000,63000,Diesel,Pune
2018,Maruti Suzuki,Dzire,750000,83074,Diesel,Pune
2018,Mahindra,KUV100,450000,60484,Petrol,Pune
2013,BMW,3,1425000,74000,Diesel,Pune
2018,Hyundai,i10,575000,12000,Petrol,Pune
2012,Skoda,Rapid,400000,58000,Diesel,Pune
2013,Audi,A6,1650000,67000,Diesel,Pune
2017,Hyundai,Grand,490000,38500,Petrol,Pune
2018,Hyundai,Verna,1150000,66563,Diesel,Pune
2019,MINI,Cooper,5300000,700,Petrol,Pune
2017,Maruti Suzuki,Ertiga,925000,39000,Diesel,Pune
2010,Toyota,Fortuner,1075000,141000,Diesel,Pune
2015,Toyota,Innova,1000000,142502,Diesel,Pune
2019,Tata,Harrier,1650000,49997,Diesel,Pune
2019,Maruti Suzuki,Swift,675000,11233,Petrol,Pune
2018,Maruti Suzuki,Dzire,850000,77000,Diesel,Pune
2019,MINI,Cooper,5300000,700,Petrol,Pune
2018,Hyundai,Verna,1150000,66563,Diesel,Pune
2013,Audi,A6,1650000,67000,Diesel,Pune
2012,Skoda,Rapid,400000,58000,Diesel,Pune
2017,Hyundai,Grand,490000,38500,Petrol,Pune
2016,Toyota,Innova,1150000,132000,Diesel,Pune
2017,Maruti Suzuki,Ertiga,925000,39000,Diesel,Pune
2019,Volkswagen,Vento,1250000,12000,Diesel,Pune
2015,Honda,Jazz,620000,65000,Diesel,Pune
2010,Honda,City,330000,72000,Petrol,Pune
2015,BMW,X3,2400000,85200,Diesel,Pune
2015,Maruti Suzuki,Swift,510000,30000,Petrol,Pune
2016,BMW,X5,3800000,53000,Diesel,Pune
2016,Maruti Suzuki,Alto,345000,37000,Petrol,Pune
2020,BMW,7,11500000,9000,Diesel,Pune
2011,Mahindra,XUV500,520000,75000,Diesel,Pune
2012,Chevrolet,Cruze,405000,87387,Diesel,Pune
2018,Toyota,Innova,1650000,103357,Diesel,Pune
2021,Volkswagen,Polo,1015000,11000,Petrol,Pune
2015,Toyota,Camry,1651000,81000,Petrol,Pune
2018,Audi,Q3,2750000,33000,Diesel,Pune
2015,Toyota,Camry,1651000,81000,Petrol,Pune
2017,Volvo,S90,3800000,50000,Diesel,Pune
2013,Tata,Nano,140000,10000,Petrol,Pune
2011,Tata,Nano,95000,48405,Petrol,Pune
2009,Maruti Suzuki,Wagon,250000,52080,Petrol,Pune
2018,Maruti Suzuki,Vitara,915000,62665,Diesel,Pune
2017,Tata,Hexa,1330000,49558,Diesel,Pune
2009,Maruti Suzuki,Alto,185000,31632,Petrol,Pune
2013,Maruti Suzuki,Alto,260000,61923,Petrol,Pune
2016,Hyundai,Grand,520000,49899,Petrol,Pune
2014,Maruti Suzuki,Celerio,385000,49606,Petrol,Pune
2014,Volkswagen,Jetta,680000,57770,Diesel,Pune
2007,Mercedes-Benz,S-Class,1290000,68500,Diesel,Pune
2016,Hyundai,Creta,1050000,75106,Diesel,Pune
2018,Jaguar,F-Pace,4350000,55200,Diesel,Pune
2015,MINI,Countryman,2300000,40614,Diesel,Pune
2019,Maruti Suzuki,Swift,710000,12500,Petrol,Pune
2015,Ford,EcoSport,700000,51985,Petrol,Pune
2019,Maruti Suzuki,Ertiga,950000,60878,Petrol + 1,Pune
2011,Volkswagen,Vento,320000,63000,Petrol,Pune
2014,Volkswagen,Polo,400000,67500,Petrol,Pune
2016,Honda,City,635000,51000,Petrol,Pune
2016,Toyota,Etios,525000,102000,Diesel,Pune
2019,Hyundai,Elite,750000,53347,Petrol,Pune
2019,Maruti Suzuki,Ertiga,950000,60878,Petrol + 1,Pune
2007,Mercedes-Benz,S-Class,1290000,68500,Diesel,Pune
2018,Hyundai,Creta,1475000,42000,Diesel,Pune
2018,Jaguar,F-Pace,4350000,55200,Diesel,Pune
2019,Maruti Suzuki,Swift,710000,12500,Petrol,Pune
2018,Ford,Endeavour,3000000,27000,Diesel,Pune
2016,Maruti Suzuki,Ciaz,640000,28000,Petrol,Pune
2018,Hyundai,Eon,360000,33000,Petrol,Pune
2010,Maruti Suzuki,Alto,165000,38000,Petrol,Pune
2017,Hyundai,Creta,999000,49000,Diesel,Pune
2014,Honda,City,565000,24010,Petrol,Pune
2020,Hyundai,Creta,1725000,13000,Diesel,Pune
2014,Mahindra,XUV500,775000,90000,Diesel,Pune
2009,Maruti Suzuki,Wagon,180000,55000,Petrol,Pune
2012,Toyota,Etios,355000,55000,Diesel,Pune
2012,Maruti Suzuki,Ertiga,575000,56011,Diesel,Pune
2017,Honda,City,960000,49000,Petrol,Pune
2021,Ford,EcoSport,950000,3681,Diesel,Pune
2015,Hyundai,Eon,290000,38000,Petrol,Pune
2011,Bentley,Continental,7500000,36000,Petrol,Pune
2008,Mahindra-Renault,Logan,185000,142522,Diesel,Pune
1990,Mahindra,Jeep,325000,18581,Diesel,Pune
2017,Hyundai,Creta,1395000,31028,Diesel,Pune
2015,Renault,Lodgy,650000,65349,Diesel,Bangalore
2018,Hyundai,Creta,1395000,55627,Diesel,Bangalore
2007,Honda,City,325000,76890,Petrol,Bangalore
2010,Skoda,Superb,675000,61000,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33905,Petrol,Bangalore
2019,BMW,X5,6600000,26000,Diesel,Bangalore
2014,Mahindra,XUV500,915000,52255,Diesel,Bangalore
2010,Hyundai,i10,280000,72799,Petrol,Bangalore
2017,Hyundai,Grand,585000,27805,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33984,Petrol,Bangalore
2017,Hyundai,Grand,599000,35876,Petrol,Bangalore
2018,Hyundai,Creta,1450000,26966,Petrol,Bangalore
2016,Maruti Suzuki,Swift,695000,47057,Petrol,Bangalore
2018,Mahindra,XUV500,1425000,53636,Diesel,Bangalore
2013,Honda,CR-V,1399000,94055,Petrol,Bangalore
2019,Maruti Suzuki,Swift,745000,18680,Petrol,Bangalore
2018,Mahindra,XUV500,1425000,53636,Diesel,Bangalore
2018,Maruti Suzuki,Swift,680000,39792,Petrol,Bangalore
2017,Hyundai,Creta,1145000,61307,Petrol,Bangalore
2018,Mahindra,XUV500,1795000,53769,Diesel,Bangalore
2016,Maruti Suzuki,Swift,595000,51016,Petrol,Bangalore
2018,Maruti Suzuki,Vitara,935000,30356,Diesel,Bangalore
2015,Skoda,Rapid,745000,60997,Diesel,Bangalore
2013,Honda,CR-V,1399000,94030,Petrol,Bangalore
2017,Hyundai,Creta,1299000,60559,Diesel,Bangalore
2017,Hyundai,Creta,1185000,68796,Diesel,Bangalore
2017,Volkswagen,Vento,945000,42876,Diesel,Bangalore
2019,Mahindra,XUV500,1785000,28713,Diesel,Bangalore
2017,Hyundai,Grand,599000,35855,Petrol,Bangalore
2018,Hyundai,Creta,1345000,36986,Petrol,Bangalore
2018,Hyundai,Creta,1295000,26605,Petrol,Bangalore
2018,Hyundai,Creta,1345000,50192,Petrol,Bangalore
2013,Toyota,Corolla,725000,44862,Petrol,Bangalore
2017,Hyundai,Creta,1165000,74848,Petrol,Bangalore
2018,Maruti Suzuki,Ciaz,949000,15133,Petrol,Bangalore
2018,Honda,City,925000,40542,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,735000,33905,Petrol,Bangalore
2018,Hyundai,Creta,1395000,55627,Diesel,Bangalore
2021,MG,Hector,2150000,10860,Diesel,Bangalore
2017,Hyundai,Creta,1345000,52165,Diesel,Bangalore
2018,Hyundai,Creta,1395000,36412,Petrol,Bangalore
2018,Hyundai,Creta,1395000,55692,Diesel,Bangalore
2017,Hyundai,Creta,1145000,61252,Petrol,Bangalore
2017,Hyundai,Creta,1175000,31663,Petrol,Bangalore
2017,Fiat,Avventura,740000,15440,Diesel,Bangalore
2020,Mahindra,Thar,1685000,10035,Diesel,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2015,Nissan,Micra,465000,13123,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2013,Hyundai,Eon,290000,35421,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2015,Maruti Suzuki,Alto,375000,18760,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2015,Maruti Suzuki,Alto,375000,18760,Petrol,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2014,Renault,Pulse,435000,63756,Diesel,Bangalore
2016,Volkswagen,Cross,685000,36321,Diesel,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2015,Maruti Suzuki,Celerio,470000,35153,Petrol,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2014,Maruti Suzuki,Celerio,400000,46160,Petrol,Bangalore
2018,Renault,Kwid,445000,22795,Petrol,Bangalore
2017,Maruti Suzuki,Celerio,485000,20894,Petrol,Bangalore
2014,Hyundai,Elite,599000,75447,Petrol,Bangalore
2019,Maruti Suzuki,Alto,440000,16067,Petrol,Bangalore
2016,Maruti Suzuki,Swift,560000,59117,Petrol,Bangalore
2015,Nissan,Micra,465000,13123,Petrol,Bangalore
2018,Hyundai,Grand,585000,68838,Petrol,Bangalore
2016,Mahindra,KUV100,485000,62006,Diesel,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2016,Hyundai,i20,745000,24301,Petrol,Bangalore
2017,Volkswagen,Polo,610000,44482,Petrol,Bangalore
2017,Volkswagen,Polo,610000,44482,Petrol,Bangalore
2018,Toyota,Yaris,870000,14122,Petrol,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2018,Renault,Duster,950000,22581,Petrol,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2019,Mahindra,XUV300,1290000,149313,Diesel,Bangalore
2018,Renault,Duster,950000,22586,Petrol,Bangalore
2020,Renault,Triber,745000,5681,Petrol,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2020,MG,Hector,1890000,5697,Petrol,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2014,Honda,City,625000,55000,Petrol,Bangalore
2018,Renault,Duster,950000,22586,Petrol,Bangalore
2014,Toyota,Corolla,1195000,37411,Petrol,Bangalore
2016,Hyundai,i10,425000,35406,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2015,Hyundai,Grand,535000,58671,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2014,Toyota,Corolla,1195000,37411,Petrol,Bangalore
2016,Hyundai,i10,425000,35406,Petrol,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2016,Mahindra,TUV300,745000,55946,Diesel,Bangalore
2016,Mahindra,TUV300,745000,55946,Diesel,Bangalore
2015,Volkswagen,Vento,725000,48987,Petrol,Bangalore
2016,Audi,Q3,2575000,40786,Diesel,Bangalore
2018,Volkswagen,Polo,725000,31000,Petrol,Bangalore
2012,Honda,Brio,355000,61409,Petrol,Bangalore
2013,Maruti Suzuki,Ertiga,650000,45082,Diesel,Bangalore
2012,BMW,X3,1850000,103000,Diesel,Bangalore
2015,Ford,EcoSport,625000,83378,Diesel,Bangalore
2019,BMW,X1,3785000,17800,Diesel,Bangalore
2015,Hyundai,Grand,489000,63900,Petrol,Bangalore
2018,Hyundai,Grand,625000,41850,Petrol,Bangalore
2019,Jeep,Compass,2750000,24743,Diesel,Bangalore
2017,Tata,Nexon,915000,66078,Diesel,Bangalore
2014,Hyundai,Grand,485000,57362,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2010,Hyundai,i20,310000,64321,Petrol,Bangalore
2017,Tata,Tigor,545000,47265,Petrol,Bangalore
2013,Hyundai,i20,460000,39780,Petrol,Bangalore
2018,Maruti Suzuki,Swift,745000,14510,Petrol,Bangalore
2016,Hyundai,Elite,550000,85871,Petrol,Bangalore
2017,Audi,Q3,2685000,59540,Diesel,Bangalore
2015,Renault,Lodgy,675000,54174,Diesel,Bangalore
2015,Maruti Suzuki,Swift,675000,69304,Diesel,Bangalore
2009,Honda,City,395000,47957,Petrol,Bangalore
2019,Honda,City,1125000,15593,Petrol,Bangalore
2012,Mahindra,XUV500,745000,79960,Diesel,Bangalore
2015,Audi,Q5,3000000,85000,Diesel,Bangalore
2017,Hyundai,i20,700000,37640,Petrol,Bangalore
2017,Hyundai,Elite,650000,40977,Petrol,Bangalore
2018,Mercedes-Benz,C-Class,3975000,18000,Diesel,Bangalore
2016,Maruti Suzuki,Swift,625000,66000,Diesel,Bangalore
2019,Mahindra,Scorpio,1500000,70000,Diesel,Bangalore
2019,MG,Hector,1795000,39000,Petrol,Bangalore
2021,MG,Hector,2100000,3000,Hybrid,Bangalore
2017,Maruti Suzuki,Alto,345000,42305,Petrol,Bangalore
2016,Hyundai,i20,745000,24301,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,699000,37422,Petrol,Bangalore
2015,Maruti Suzuki,Alto,325000,18760,Petrol,Bangalore
2012,Honda,Jazz,405000,52616,Petrol,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2016,Chevrolet,Beat,340000,63708,Petrol,Bangalore
2013,Hyundai,i10,335000,45654,Petrol,Bangalore
2016,Maruti Suzuki,Celerio,475000,54807,Petrol,Bangalore
2014,Nissan,Micra,475000,61604,Petrol,Bangalore
2017,Renault,Kwid,410000,13839,Petrol,Bangalore
2019,Kia,Seltos,1550000,21152,Petrol,Bangalore
2010,Hyundai,i10,265000,90818,Petrol,Bangalore
2014,Renault,Pulse,435000,63756,Diesel,Bangalore
2016,Maruti Suzuki,Ciaz,750000,45949,Petrol,Bangalore
2017,Ford,Aspire,675000,41917,Diesel,Bangalore
2016,Volkswagen,Cross,685000,36321,Diesel,Bangalore
2018,Renault,Kwid,445000,22795,Petrol,Bangalore
2015,Maruti Suzuki,Celerio,470000,35153,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2016,Hyundai,Grand,575000,40198,Petrol,Bangalore
2013,Hyundai,Eon,290000,35421,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2016,Hyundai,Fluidic,699000,42811,Petrol,Bangalore
2016,Maruti Suzuki,Baleno,699000,30264,Diesel,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2017,Maruti Suzuki,Baleno,785000,39640,Petrol,Bangalore
2016,Volkswagen,Ameo,590000,18807,Petrol,Bangalore
2016,Hyundai,Xcent,585000,21992,Petrol,Bangalore
2017,Ford,EcoSport,785000,53368,Diesel,Bangalore
2018,Hyundai,Elite,660000,28131,Petrol,Bangalore
2016,Tata,Tiago,515000,54863,Petrol,Bangalore
2019,Skoda,Rapid,1290000,27952,Diesel,Bangalore
2015,Hyundai,Elite,569000,13065,Petrol,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2016,Honda,Jazz,580000,44814,Petrol,Bangalore
2018,Honda,City,925000,60596,Petrol,Bangalore
2018,Skoda,Rapid,1195000,22800,Petrol,Bangalore
2018,Hyundai,Creta,1285000,10100,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2013,Toyota,Innova,1115000,81844,Diesel,Bangalore
2020,Renault,Triber,745000,5681,Petrol,Bangalore
2018,Hyundai,Santro,575000,14800,Petrol,Bangalore
2016,Hyundai,Grand,575000,40198,Petrol,Bangalore
2015,Maruti Suzuki,Ciaz,699000,74541,Petrol,Bangalore
2017,Tata,Tiago,590000,8081,Petrol,Bangalore
2014,Hyundai,Elite,599000,75447,Petrol,Bangalore
2016,Hyundai,i10,425000,35043,Petrol,Bangalore
2017,Maruti Suzuki,Ciaz,835000,18325,Petrol,Bangalore
2016,Hyundai,Xcent,585000,38473,Petrol,Bangalore
2016,Tata,Tiago,515000,54863,Petrol,Bangalore
2018,Honda,Amaze,695000,16950,Petrol,Bangalore
2019,Hyundai,Venue,815000,29350,Petrol,Bangalore
2019,Hyundai,Venue,815000,29350,Petrol,Bangalore
2018,Honda,Amaze,695000,16950,Petrol,Bangalore
2018,Maruti Suzuki,Vitara,860000,58790,Diesel,Bangalore
2017,Maruti Suzuki,Ciaz,835000,18325,Petrol,Bangalore
2018,Maruti Suzuki,Eeco,435000,41581,Petrol,Bangalore
2018,Maruti Suzuki,Baleno,690000,70256,Petrol,Bangalore
2019,Skoda,Rapid,1290000,27952,Diesel,Bangalore
2018,Audi,A3,2775000,43000,Diesel,Bangalore
2018,Honda,Jazz,800000,9131,Petrol,Bangalore
2017,Renault,Duster,999000,57800,Diesel,Bangalore
2015,Renault,Kwid,340000,54806,Petrol,Bangalore
2019,Ford,Freestyle,740000,2750,Petrol,Bangalore
2017,Hyundai,Verna,925000,38000,Petrol,Bangalore
2008,Maruti Suzuki,Swift,340000,60000,Petrol,Bangalore
2016,Hyundai,Verna,725000,52000,Petrol,Bangalore
2010,Skoda,Superb,675000,61000,Petrol,Bangalore
2005,Toyota,Innova,550000,202000,Diesel,Bangalore
2005,Mercedes-Benz,C-Class,750000,87000,Diesel,Bangalore
2019,Jaguar,XE,4200000,14000,Diesel,Bangalore
2014,Mercedes-Benz,E-Class,2650000,48000,Diesel,Bangalore
2008,Toyota,Innova,690000,107000,Diesel,Bangalore
2018,Maruti Suzuki,Celerio,550000,16000,Petrol,Bangalore
2016,Mercedes-Benz,GLE,4500000,70000,Diesel,Bangalore
2012,Land Rover,4.4,4000000,160000,Diesel,Bangalore
2019,Mercedes-Benz,GLC,4500000,78000,Diesel,Bangalore
2018,Jaguar,XF,4200000,20000,Diesel,Bangalore
2016,Maruti Suzuki,Wagon,450000,30000,Petrol,Bangalore
